"puntos" "elevac0" "lon" "lat" "z" "rapMax" "rapMedia"
247 1.24 574549.37 2108000 16.2868735336897 0.0343324283889553 0.00808718281764111
248 1.24 574549.37 2107950 16.1841961394507 0.0435315967829076 0.00979822093489489
249 1.24 574549.37 2107900 16.1489723408061 0.0363496353144082 0.00856824737472844
250 1.24 574549.37 2107850 16.5290348695381 0.0319658347691864 0.0086418018943304
201 1.42 574399.37 2107200 14.9457167239502 0.0277306191667341 0.00515281384403268
202 1.42 574399.37 2107150 15.1562057894697 0.0302694488538593 0.00741397934272202
203 1.42 574399.37 2107100 15.6404461710088 0.0278402934446534 0.0061662866317805
204 1.42 574399.37 2107050 15.527552625966 0.0241682369332227 0.00565825304692529
205 1.42 574399.37 2107000 15.2510273299612 0.0161009496838304 0.00631919692888316
206 1.42 574399.37 2106950 14.8924473232854 0.0149455662992758 0.0045518456156198
207 1.42 574399.37 2106900 14.6317325545431 0.013629115287966 0.00418253796288271
208 1.42 574449.37 2107850 12.593699220177 0.0359503941563008 0.0105596700048565
209 1.42 574449.37 2107800 14.5596397611829 0.0385194079565273 0.0104027069481418
210 1.42 574449.37 2107750 14.8643491710495 0.0339736729188814 0.00906689111781245
211 1.42 574449.37 2107700 15.9223568062892 0.0350939993282427 0.0107456509673488
212 1.42 574449.37 2107650 16.364472324835 0.0295891214490245 0.00765157034584848
213 1.42 574449.37 2107600 16.5404602837461 0.0347651912805751 0.0088979863353819
214 1.42 574449.37 2107550 16.6890626179922 0.0289608688979766 0.00885474735779201
215 1.42 574449.37 2107500 16.8852000214404 0.0337628179700328 0.00791199833338524
216 1.42 574449.37 2107450 16.6302864007293 0.0334233150722342 0.00793850268642055
217 1.42 574449.37 2107400 16.3564795449383 0.0383665156569608 0.00709554486754667
218 1.42 574449.37 2107350 16.3392247920943 0.0306152202057917 0.0065295075484909
219 1.42 574449.37 2107300 16.3508814726267 0.03300231870119 0.00714024325304529
220 1.42 574449.37 2107250 15.2373171092206 0.0255472891570759 0.00609158290581152
221 1.42 574449.37 2107200 15.037399966551 0.0291436067617505 0.00554748269391456
222 1.42 574449.37 2107150 15.0456499287955 0.0241473444073025 0.00520666911337311
223 1.42 574449.37 2107100 15.270106798591 0.0252883121185896 0.00648511808548767
224 1.42 574449.37 2107050 15.3756299352015 0.021625261028607 0.00485172152024414
225 1.42 574449.37 2107000 14.7109476378837 0.0219452028676862 0.00406315748465796
226 1.42 574449.37 2106950 13.8211893249225 0.0127278507613148 0.0029810666113755
227 1.42 574499.37 2107950 12.9057916476116 0.0499345643307068 0.0119397143659065
228 1.42 574499.37 2107900 14.5968349014818 0.0540647635150262 0.0132088090482287
229 1.42 574499.37 2107850 16.1444454515823 0.0412727379302177 0.010358360811451
230 1.42 574499.37 2107800 16.0512904731084 0.035473252076585 0.00904926088733786
231 1.42 574499.37 2107750 16.1399385096339 0.0352741242884846 0.00932611852779308
232 1.42 574499.37 2107700 16.300828125674 0.0413289296620726 0.0118738314446758
233 1.42 574499.37 2107650 16.8189241254192 0.0347753200986929 0.00834129509770667
234 1.42 574499.37 2107600 16.7887814272997 0.0326371885716894 0.00780360328088011
235 1.42 574499.37 2107550 16.5682099235167 0.0305474910476478 0.00732964295480284
236 1.42 574499.37 2107500 16.6618590727089 0.0347499556177558 0.00727214368892637
237 1.42 574499.37 2107450 16.2109371198351 0.0366682615896872 0.00775819348473531
238 1.42 574499.37 2107400 15.9831653763833 0.034629973816657 0.0066301284835306
239 1.42 574499.37 2107350 16.0694811542405 0.0306152202057917 0.0065295075484909
240 1.42 574499.37 2107300 15.0819686605545 0.034610465937147 0.00584616855532074
241 1.42 574499.37 2107250 15.285657638043 0.0346120733063269 0.00705616003950849
242 1.42 574499.37 2107200 14.8253945647365 0.0356835447579789 0.00621107858509511
243 1.42 574499.37 2107150 13.5714728588286 0.0285258414881142 0.00517810399090284
244 1.42 574499.37 2107100 14.3237226431001 0.0280450276988628 0.00632462654051773
245 1.42 574549.37 2108100 14.3682953185292 0.0630449118256122 0.0132721300425828
246 1.42 574549.37 2108050 16.2723392667484 0.065153064492852 0.0144913775135251
247 1.42 574549.37 2108000 16.2868735336897 0.0658288503943333 0.0141357388300257
248 1.42 574549.37 2107950 16.1841961394507 0.0494821525437742 0.0108927936039302
249 1.42 574549.37 2107900 16.1489723408061 0.0501623710343828 0.0125886654574157
250 1.42 574549.37 2107850 16.5290348695381 0.0410808171234977 0.0108119729249405
201 1.46 574399.37 2107200 14.9457167239502 0.0358936676904259 0.0083571082916929
202 1.46 574399.37 2107150 15.1562057894697 0.0351153028244385 0.0071080870197939
203 1.46 574399.37 2107100 15.6404461710088 0.026054400573061 0.00651711014194101
204 1.46 574399.37 2107050 15.527552625966 0.0259051796762822 0.00578573597866723
205 1.46 574399.37 2107000 15.2510273299612 0.0233447617895255 0.00762239254529791
206 1.46 574399.37 2106950 14.8924473232854 0.0200686995939701 0.00545458973209481
207 1.46 574399.37 2106900 14.6317325545431 0.0175484972836271 0.00576016609394382
208 1.46 574449.37 2107850 12.593699220177 0.0302194786907215 0.0104771234739239
209 1.46 574449.37 2107800 14.5596397611829 0.0302194786907215 0.0104771234739239
210 1.46 574449.37 2107750 14.8643491710495 0.0256943497410518 0.0105671953203889
211 1.46 574449.37 2107700 15.9223568062892 0.0285676313537002 0.00953570500475979
212 1.46 574449.37 2107650 16.364472324835 0.0310944366628194 0.0124074958731292
213 1.46 574449.37 2107600 16.5404602837461 0.0242363092053617 0.0114813016634289
214 1.46 574449.37 2107550 16.6890626179922 0.0279013403798532 0.00985614164861319
215 1.46 574449.37 2107500 16.8852000214404 0.0315073684129265 0.00957545560457474
216 1.46 574449.37 2107450 16.6302864007293 0.0353691346880729 0.00957159891289144
217 1.46 574449.37 2107400 16.3564795449383 0.0330601006530358 0.00860960352507062
218 1.46 574449.37 2107350 16.3392247920943 0.029817792170975 0.0112557597639503
219 1.46 574449.37 2107300 16.3508814726267 0.032658132970485 0.0117068803405853
220 1.46 574449.37 2107250 15.2373171092206 0.0342495117796449 0.010058319714191
221 1.46 574449.37 2107200 15.037399966551 0.0336614117871444 0.00786265067983268
222 1.46 574449.37 2107150 15.0456499287955 0.0297095933013581 0.00718093512401328
223 1.46 574449.37 2107100 15.270106798591 0.0253563603241543 0.00677027291579767
224 1.46 574449.37 2107050 15.3756299352015 0.0268186153340961 0.00634485557835767
225 1.46 574449.37 2107000 14.7109476378837 0.0211363009525545 0.00524426131767777
226 1.46 574449.37 2106950 13.8211893249225 0.0150771247149133 0.0034072579223315
227 1.46 574499.37 2107950 12.9057916476116 0.0248163280840185 0.0109702941448976
228 1.46 574499.37 2107900 14.5968349014818 0.0300775498666066 0.0123344890827036
229 1.46 574499.37 2107850 16.1444454515823 0.0275830402404126 0.0106843174750389
230 1.46 574499.37 2107800 16.0512904731084 0.0211765405767207 0.00985524071847488
231 1.46 574499.37 2107750 16.1399385096339 0.0196440448100719 0.0101041178235513
232 1.46 574499.37 2107700 16.300828125674 0.0212028831941866 0.00883670109179519
233 1.46 574499.37 2107650 16.8189241254192 0.0186291162182251 0.0103051142953176
234 1.46 574499.37 2107600 16.7887814272997 0.0327616359020548 0.00937419171248024
235 1.46 574499.37 2107550 16.5682099235167 0.0287503976427632 0.00904289630059042
236 1.46 574499.37 2107500 16.6618590727089 0.0344772584109053 0.0100323945811004
237 1.46 574499.37 2107450 16.2109371198351 0.0347128516937775 0.0103638914777023
238 1.46 574499.37 2107400 15.9831653763833 0.0330521526305838 0.0086968261145991
239 1.46 574499.37 2107350 16.0694811542405 0.0401386334446766 0.00754321215063571
240 1.46 574499.37 2107300 15.0819686605545 0.0376644742699225 0.00736606889624688
241 1.46 574499.37 2107250 15.285657638043 0.03469891789605 0.00731276353651161
242 1.46 574499.37 2107200 14.8253945647365 0.0325386467040168 0.00643416712444307
243 1.46 574499.37 2107150 13.5714728588286 0.0275634643253138 0.00796869987498521
244 1.46 574499.37 2107100 14.3237226431001 0.028021985527926 0.00571083035387526
245 1.46 574549.37 2108100 14.3682953185292 0.0405548013050615 0.0170731671010549
246 1.46 574549.37 2108050 16.2723392667484 0.0412919122682508 0.0157957563946842
247 1.46 574549.37 2108000 16.2868735336897 0.0317497876156214 0.0134793990920254
248 1.46 574549.37 2107950 16.1841961394507 0.0296349463058485 0.0129424745706482
249 1.46 574549.37 2107900 16.1489723408061 0.0251199841586244 0.0127036140028855
250 1.46 574549.37 2107850 16.5290348695381 0.0255673223091762 0.0135532466241775
201 1.6 574399.37 2107200 14.9457167239502 0.0187932354944906 0.00926787389952292
202 1.6 574399.37 2107150 15.1562057894697 0.0166948696049511 0.00859618935152385
203 1.6 574399.37 2107100 15.6404461710088 0.0197242990165179 0.01266444594152
204 1.6 574399.37 2107050 15.527552625966 0.0252532805703264 0.00872797322844236
205 1.6 574399.37 2107000 15.2510273299612 0.0175005304611491 0.00631473110386245
206 1.6 574399.37 2106950 14.8924473232854 0.0168741261225797 0.00601680138835267
207 1.6 574399.37 2106900 14.6317325545431 0.0155446849983526 0.00667980800989557
208 1.6 574449.37 2107850 12.593699220177 0.0337891792771209 0.0130302327360669
209 1.6 574449.37 2107800 14.5596397611829 0.0379685378222698 0.0105204778065077
210 1.6 574449.37 2107750 14.8643491710495 0.0321014516409518 0.00974199202848406
211 1.6 574449.37 2107700 15.9223568062892 0.0307271143442398 0.00862387452570681
212 1.6 574449.37 2107650 16.364472324835 0.032664270068864 0.00976270194204109
213 1.6 574449.37 2107600 16.5404602837461 0.032664270068864 0.00976270194204109
214 1.6 574449.37 2107550 16.6890626179922 0.0229460496648695 0.00866768112849353
215 1.6 574449.37 2107500 16.8852000214404 0.0295688457221256 0.00741865512784146
216 1.6 574449.37 2107450 16.6302864007293 0.0386690989545024 0.00925632517054692
217 1.6 574449.37 2107400 16.3564795449383 0.0386690989545024 0.00925632517054692
218 1.6 574449.37 2107350 16.3392247920943 0.0335410217181567 0.00848427672902897
219 1.6 574449.37 2107300 16.3508814726267 0.0350466871508598 0.00794616940021686
220 1.6 574449.37 2107250 15.2373171092206 0.0307054336344825 0.0102196724486137
221 1.6 574449.37 2107200 15.037399966551 0.0187932354944906 0.00926787389952292
222 1.6 574449.37 2107150 15.0456499287955 0.0166948696049511 0.00859618935152385
223 1.6 574449.37 2107100 15.270106798591 0.0197242990165179 0.01266444594152
224 1.6 574449.37 2107050 15.3756299352015 0.0252532805703264 0.00872797322844236
225 1.6 574449.37 2107000 14.7109476378837 0.0152755282525531 0.00701402460324882
226 1.6 574449.37 2106950 13.8211893249225 0.0112238263893045 0.00431533349595373
227 1.6 574499.37 2107950 12.9057916476116 0.0404023829911173 0.0119163050208826
228 1.6 574499.37 2107900 14.5968349014818 0.0426393128431522 0.0109643455821294
229 1.6 574499.37 2107850 16.1444454515823 0.0412490930212794 0.0167970918895885
230 1.6 574499.37 2107800 16.0512904731084 0.0337786990380236 0.0124391615508293
231 1.6 574499.37 2107750 16.1399385096339 0.0328904639722365 0.0118390506210854
232 1.6 574499.37 2107700 16.300828125674 0.0413141280216304 0.0114602099435821
233 1.6 574499.37 2107650 16.8189241254192 0.0288680755424896 0.0106979019124692
234 1.6 574499.37 2107600 16.7887814272997 0.0246418048311256 0.00842434566479362
235 1.6 574499.37 2107550 16.5682099235167 0.0285224054604885 0.00933412962499452
236 1.6 574499.37 2107500 16.6618590727089 0.028694425504962 0.00677658983204569
237 1.6 574499.37 2107450 16.2109371198351 0.0399897223539146 0.0135650854188132
238 1.6 574499.37 2107400 15.9831653763833 0.0393225292549349 0.0133080746244006
239 1.6 574499.37 2107350 16.0694811542405 0.0358035985344023 0.0128681264695864
240 1.6 574499.37 2107300 15.0819686605545 0.03947443603085 0.01356882205723
241 1.6 574499.37 2107250 15.285657638043 0.0261287337247132 0.00657885485770059
242 1.6 574499.37 2107200 14.8253945647365 0.0199836200620855 0.00743938725046907
243 1.6 574499.37 2107150 13.5714728588286 0.0124024950328783 0.00658285010756463
244 1.6 574499.37 2107100 14.3237226431001 0.0154973686746799 0.00700645791158752
245 1.6 574549.37 2108100 14.3682953185292 0.0561418424936054 0.0141011848730696
246 1.6 574549.37 2108050 16.2723392667484 0.0615143768775568 0.017788082266348
247 1.6 574549.37 2108000 16.2868735336897 0.0538894667343834 0.0138658327905224
248 1.6 574549.37 2107950 16.1841961394507 0.0379902198886074 0.010122405559759
249 1.6 574549.37 2107900 16.1489723408061 0.0397992281186267 0.0127276451530116
250 1.6 574549.37 2107850 16.5290348695381 0.0409166943878453 0.0149688447917945
201 1.78 574399.37 2107200 14.9457167239502 0.0347175864766693 0.00889971703359363
202 1.78 574399.37 2107150 15.1562057894697 0.0371421792944356 0.00865457395230456
203 1.78 574399.37 2107100 15.6404461710088 0.0264647023219312 0.00724791623378687
204 1.78 574399.37 2107050 15.527552625966 0.0225872445785461 0.00745456588549854
205 1.78 574399.37 2107000 15.2510273299612 0.0233970780184676 0.00695001501059887
206 1.78 574399.37 2106950 14.8924473232854 0.0179032901098643 0.00640099038836298
207 1.78 574399.37 2106900 14.6317325545431 0.0189663078379485 0.00782815369743144
208 1.78 574449.37 2107850 12.593699220177 0.0495321736161068 0.0127870587839819
209 1.78 574449.37 2107800 14.5596397611829 0.0357782631210074 0.0132879141330187
210 1.78 574449.37 2107750 14.8643491710495 0.046274520220435 0.0112560850253796
211 1.78 574449.37 2107700 15.9223568062892 0.0491421937542736 0.0152199755715094
212 1.78 574449.37 2107650 16.364472324835 0.047089766652493 0.0134246398295181
213 1.78 574449.37 2107600 16.5404602837461 0.038447118325937 0.0116019522927772
214 1.78 574449.37 2107550 16.6890626179922 0.0438413829768643 0.011740515033994
215 1.78 574449.37 2107500 16.8852000214404 0.0457149998003627 0.0123612439945088
216 1.78 574449.37 2107450 16.6302864007293 0.043783459914377 0.00936351348077123
217 1.78 574449.37 2107400 16.3564795449383 0.03443223328925 0.0089702479375729
218 1.78 574449.37 2107350 16.3392247920943 0.0449162190764262 0.009058596353316
219 1.78 574449.37 2107300 16.3508814726267 0.0397273112138827 0.0103899185101158
220 1.78 574449.37 2107250 15.2373171092206 0.0374775150035642 0.00865690214129934
221 1.78 574449.37 2107200 15.037399966551 0.0318581560833249 0.00881951255576198
222 1.78 574449.37 2107150 15.0456499287955 0.0357351299531704 0.00826013409118431
223 1.78 574449.37 2107100 15.270106798591 0.0289745629721174 0.00824215547512612
224 1.78 574449.37 2107050 15.3756299352015 0.0257164756132034 0.00796662238695744
225 1.78 574449.37 2107000 14.7109476378837 0 0
226 1.78 574449.37 2106950 13.8211893249225 0.0137886058362059 0.00486459826372181
227 1.78 574499.37 2107950 12.9057916476116 0.0613881291206109 0.0140448922922088
228 1.78 574499.37 2107900 14.5968349014818 0.0493368578924019 0.0131110639375158
229 1.78 574499.37 2107850 16.1444454515823 0.0504451062455403 0.0124251488172528
230 1.78 574499.37 2107800 16.0512904731084 0.041669489300641 0.010284648047983
231 1.78 574499.37 2107750 16.1399385096339 0.0459678908497702 0.0119029555193292
232 1.78 574499.37 2107700 16.300828125674 0.0398274898076866 0.0119127417971836
233 1.78 574499.37 2107650 16.8189241254192 0.0453881317144018 0.0128449778112407
234 1.78 574499.37 2107600 16.7887814272997 0.0369271474778632 0.0108231621140606
235 1.78 574499.37 2107550 16.5682099235167 0.0461777875572365 0.0128346833556456
236 1.78 574499.37 2107500 16.6618590727089 0.0469014645132663 0.0116590616057449
237 1.78 574499.37 2107450 16.2109371198351 0.0490370829697494 0.00995414194545981
238 1.78 574499.37 2107400 15.9831653763833 0.0357809083955888 0.0074646001925948
239 1.78 574499.37 2107350 16.0694811542405 0.0458152951222056 0.00941649498859765
240 1.78 574499.37 2107300 15.0819686605545 0 0
241 1.78 574499.37 2107250 15.285657638043 0.044586931136326 0.00846367843621515
