"puntos" "elevac0" "lon" "lat" "z" "rapMax" "rapMedia"
-1.69694073059057 -0.791338403534919 -1.66476245300566 -0.78716867607781 -0.585791601245251 -1.38573522577298 -1.37697064818411
-1.62767784362769 -0.791338403534919 -1.66476245300566 -0.935691067790605 -0.376605809171988 -1.44019740458918 -1.4054418896099
-1.55841495666481 -0.791338403534919 -1.66476245300566 -1.0842134595034 0.104636328114864 -1.37412511544978 -1.2807446800967
-1.48915206970193 -0.791338403534919 -1.66476245300566 -1.23273585121619 -0.00755822024066128 -1.49418503794275 -1.15796400209373
-1.41988918273905 -0.791338403534919 -1.66476245300566 -1.38125824292899 -0.282371369941775 -1.49865340623652 -1.34723890182703
-1.35062629577617 -0.791338403534919 -1.66476245300566 -1.52978063464178 -0.638731176723113 -1.5712239459747 -1.39928557734743
-1.28136340881329 -0.791338403534919 -1.66476245300566 -1.67830302635458 -0.897831692324497 -1.52709675614254 -1.41942523344969
-1.21210052185041 -0.791338403534919 -0.52451419752233 1.14362241618852 -2.92324624898512 -0.872736204786495 -1.01601711845839
-1.14283763488753 -0.791338403534919 -0.52451419752233 0.995100024475723 -0.969478112743568 -1.03072659574416 -1.12268603885023
-1.07357474792465 -0.791338403534919 -0.52451419752233 0.846577632762928 -0.666655355191744 -0.871321579351636 -1.05452837280423
-1.00431186096177 -0.791338403534919 -0.52451419752233 0.698055241050134 0.384801472985745 -0.924148243686499 -0.799483301954863
-0.935048973998885 -0.791338403534919 -0.52451419752233 0.549532849337339 0.824179569451839 -1.11991935225014 -1.06028637767003
-0.865786087036005 -0.791338403534919 -0.52451419752233 0.401010457624545 0.999077873500631 -1.08113712171908 -1.27447585537155
-0.796523200073124 -0.791338403534919 -0.52451419752233 0.25248806591175 1.14676011493434 -1.01509270156468 -1.13892843931528
-0.727260313110244 -0.791338403534919 -0.52451419752233 0.103965674198956 1.34168310532457 -1.07266348791266 -1.15500398615249
-0.657997426147364 -0.791338403534919 -0.52451419752233 -0.0445567175138383 1.08834781910859 -1.08754355924179 -0.949444585865459
-0.588734539184483 -0.791338403534919 -0.52451419752233 -0.193079109226633 0.81623627800612 -1.07629170293425 -1.11614888791105
-0.519471652221603 -0.791338403534919 -0.52451419752233 -0.341601500939427 0.799088360456141 -1.01191459273721 -0.977489530926968
-0.450208765258722 -0.791338403534919 -0.52451419752233 -0.490123892652222 0.810672866967665 -1.11783337551626 -1.40741412306583
-0.380945878295842 -0.791338403534919 -0.52451419752233 -0.638646284365016 -0.295996701870745 -1.31775359525275 -1.20603972876663
-0.311682991332962 -0.791338403534919 -0.52451419752233 -0.78716867607781 -0.494676028681143 -1.42158669199325 -1.35663164636877
-0.242420104370081 -0.791338403534919 -0.52451419752233 -0.935691067790605 -0.48647714726927 -1.31288389308197 -1.41371452699929
-0.173157217407201 -0.791338403534919 -0.52451419752233 -1.0842134595034 -0.263410034597295 -1.41480836210878 -1.22863557865269
-0.103894330444321 -0.791338403534919 -0.52451419752233 -1.23273585121619 -0.158540259725888 -1.38107856845166 -1.32172458853427
-0.0346314434814402 -0.791338403534919 -0.52451419752233 -1.38125824292899 -0.819107080611981 -1.53260147801497 -1.5558481815135
0.0346314434814402 -0.791338403534919 -0.52451419752233 -1.52978063464178 -1.70335632648702 -1.54906970889765 -1.4747011894058
0.103894330444321 -0.791338403534919 0.615734057960996 1.44066719961411 -2.61308618688477 -0.707368288773627 -1.01709486396462
0.173157217407201 -0.791338403534919 0.615734057960996 1.29214480790131 -0.93251327152724 -0.668798463413995 -0.803394265888302
0.242420104370081 -0.791338403534919 0.615734057960996 1.14362241618852 0.605515024359327 -0.838069737789012 -0.845867050993215
0.311682991332962 -0.791338403534919 0.615734057960996 0.995100024475723 0.51293682838731 -0.845032586198585 -1.0138059351484
0.380945878295842 -0.791338403534919 0.615734057960996 0.846577632762928 0.601035987792856 -0.854884029532658 -1.01845210691721
0.450208765258722 -0.791338403534919 0.615734057960996 0.698055241050134 0.760929432540908 -0.858570260650089 -0.820107370668494
0.519471652221603 -0.791338403534919 0.615734057960996 0.549532849337339 1.27581756608459 -0.956522752810443 -0.71997342009215
0.588734539184483 -0.791338403534919 0.615734057960996 0.401010457624545 1.24586150083345 -0.969464777762546 -0.991377835968171
0.657997426147364 -0.791338403534919 0.615734057960996 0.25248806591175 1.02665569736922 -0.87821783934718 -1.13407814514225
0.727260313110244 -0.791338403534919 0.615734057960996 0.103965674198956 1.11972500433017 -0.901908179935119 -1.05018553311004
